mfds_category,code,drug
721,156031BIJ,ethyl esters of the iodised fatty acids of poppyseed oil   6.4g(1.28g/mL)
721,176030BIJ,iobitridol   32.905g(0.6581g/mL)
721,176032BIJ,iobitridol   65.81g(0.6581g/mL)
721,176034BIJ,iobitridol   98.715g(0.6581g/mL)
721,176038BIJ,iobitridol   329.05g(0.6581g/mL)
721,176031BIJ,iobitridol   38.39g(0.7678g/mL)
721,176033BIJ,iobitridol   76.78g(0.7678g/mL)
721,176035BIJ,iobitridol   115.17g(0.7678g/mL)
721,176039BIJ,iobitridol   383.9g(0.7678g/mL)
721,176132BIJ,iodixanol   27.5g(0.55g/mL)
721,176134BIJ,iodixanol   55g(0.55g/mL)
721,176133BIJ,iodixanol   32.6g(0.652g/mL)
721,176135BIJ,iodixanol   65.2g(0.652g/mL)
721,176137BIJ,iodixanol   97.8g(0.652g/mL)
721,176139BIJ,iodixanol   130.4g(0.652g/mL)
721,176334BIJ,iohexol   15.54g(0.518g/mL)
721,176338BIJ,iohexol   25.9g(0.518g/mL)
721,176388BIJ,iohexol   67.34g(0.518g/mL)
721,176389BIJ,iohexol   51.8g(0.518g/mL)
721,176390BIJ,iohexol   44.03g(0.518g/mL)
721,176391BIJ,iohexol   64.75g(0.518g/mL)
721,176331BIJ,iohexol   6.47g(0.647g/mL)
721,176333BIJ,iohexol   12.94g(0.647g/mL)
721,176335BIJ,iohexol   19.41g(0.647g/mL)
721,176337BIJ,iohexol   25.88g(0.647g/mL)
721,176340BIJ,iohexol   32.35g(0.647g/mL)
721,176342BIJ,iohexol   64.7g(0.647g/mL)
721,176344BIJ,iohexol   84.11g(0.647g/mL)
721,176345BIJ,iohexol   97.05g(0.647g/mL)
721,176350BIJ,iohexol   323.5g(0.647g/mL)
721,176352BIJ,iohexol   647g(0.647g/mL)
721,176355BIJ,iohexol   129.4g(0.647g/mL)
721,176358BIJ,iohexol   77.64g(0.647g/mL)
721,176364BIJ,iohexol   80.875g(0.647g/mL)
721,176383BIJ,iohexol   61.465g(0.647g/mL)
721,176385BIJ,iohexol   87.345g(0.647g/mL)
721,176336BIJ,iohexol   22.65g(0.755g/mL)
721,176339BIJ,iohexol   30.2g(0.755g/mL)
721,176341BIJ,iohexol   37.75g(0.755g/mL)
721,176343BIJ,iohexol   75.5g(0.755g/mL)
721,176346BIJ,iohexol   98.15g(0.755g/mL)
721,176348BIJ,iohexol   113.25g(0.755g/mL)
721,176349BIJ,iohexol   151g(0.755g/mL)
721,176351BIJ,iohexol   377.5g(0.755g/mL)
721,176353BIJ,iohexol   755g(0.755g/mL)
721,176359BIJ,iohexol   64.175g(0.755g/mL)
721,176362BIJ,iohexol   90.6g(0.755g/mL)
721,176374BIJ,iohexol   94.375g(0.755g/mL)
721,176431BIJ,iomeprol   30.62g(0.6124g/mL)
721,176435BIJ,iomeprol   61.24g(0.6124g/mL)
721,176438BIJ,iomeprol   91.86g(0.6124g/mL)
721,176440BIJ,iomeprol   306.2g(0.6124g/mL)
721,176432BIJ,iomeprol   35.72g(0.7144g/mL)
721,176436BIJ,iomeprol   71.44g(0.7144g/mL)
721,176439BIJ,iomeprol   107.16g(0.7144g/mL)
721,176441BIJ,iomeprol   357.2g(0.7144g/mL)
721,176433BIJ,iomeprol   40.825g(0.8165g/mL)
721,176437BIJ,iomeprol   81.65g(0.8165g/mL)
721,176442BIJ,iomeprol   408.25g(0.8165g/mL)
721,176534BIJ,iopamidol   25.5g(0.51g/mL)
721,176538BIJ,iopamidol   51g(0.51g/mL)
721,176542BIJ,iopamidol   76.5g(0.51g/mL)
721,176517BIJ,iopamidol   612.4g(0.6124g/mL)
721,176530BIJ,iopamidol   6.124g(0.6124g/mL)
721,176531BIJ,iopamidol   18.372g(0.6124g/mL)
721,176535BIJ,iopamidol   30.62g(0.6124g/mL)
721,176537BIJ,iopamidol   45.93g(0.6124g/mL)
721,176540BIJ,iopamidol   61.24g(0.6124g/mL)
721,176543BIJ,iopamidol   76.55g(0.6124g/mL)
721,176544BIJ,iopamidol   91.86g(0.6124g/mL)
721,176547BIJ,iopamidol   122.48g(0.6124g/mL)
721,176550BIJ,iopamidol   306.2g(0.6124g/mL)
721,176554BIJ,iopamidol   79.612g(0.6124g/mL)
721,176532BIJ,iopamidol   22.659g(0.7553g/mL)
721,176536BIJ,iopamidol   37.765g(0.7553g/mL)
721,176539BIJ,iopamidol   56.6475g(0.7553g/mL)
721,176541BIJ,iopamidol   75.53g(0.7553g/mL)
721,176545BIJ,iopamidol   94.4125g(0.7553g/mL)
721,176546BIJ,iopamidol   113.295g(0.7553g/mL)
721,176548BIJ,iopamidol   151.06g(0.7553g/mL)
721,176551BIJ,iopamidol   377.65g(0.7553g/mL)
721,176555BIJ,iopamidol   98.189g(0.7553g/mL)
721,176732BIJ,iopromide   31.17g(0.6234g/mL)
721,176736BIJ,iopromide   62.34g(0.6234g/mL)
721,176738BIJ,iopromide   93.51g(0.6234g/mL)
721,176745BIJ,iopromide   311.7g(0.6234g/mL)
721,176750BIJ,iopromide   77.925g(0.6234g/mL)
721,176731BIJ,iopromide   23.0658g(0.76886g/mL)
721,176733BIJ,iopromide   38.443g(0.76886g/mL)
721,176737BIJ,iopromide   76.886g(0.76886g/mL)
721,176746BIJ,iopromide   384.43g(0.76886g/mL)
721,176946BIJ,ioversol   66.17g(0.509g/mL)
721,176930BIJ,ioversol   20.34g(0.678g/mL)
721,176933BIJ,ioversol   33.9g(0.678g/mL)
721,176936BIJ,ioversol   67.8g(0.678g/mL)
721,176938BIJ,ioversol   84.75g(0.678g/mL)
721,176939BIJ,ioversol   88.14g(0.678g/mL)
721,176942BIJ,ioversol   101.7g(0.678g/mL)
721,176944BIJ,ioversol   339g(0.678g/mL)
721,176947BIJ,ioversol   27.12g(0.678g/mL)
721,176956BIJ,ioversol   135.6g(0.678g/mL)
721,176973BIJ,ioversol   169.5g(0.678g/mL)
721,176931BIJ,ioversol   22.23g(0.741g/mL)
721,176934BIJ,ioversol   37.05g(0.741g/mL)
721,176937BIJ,ioversol   74.1g(0.741g/mL)
721,176940BIJ,ioversol   92.625g(0.741g/mL)
721,176941BIJ,ioversol   96.33g(0.741g/mL)
721,176943BIJ,ioversol   111.15g(0.741g/mL)
721,176945BIJ,ioversol   370.5g(0.741g/mL)
721,176960BIJ,ioversol   29.64g(0.741g/mL)
721,176969BIJ,ioversol   148.2g(0.741g/mL)
721,176974BIJ,ioversol   185.25g(0.741g/mL)
721,466430BIJ,meglumine gadoterate   3.769g(0.3769g/mL)
721,466431BIJ,meglumine gadoterate   5.6535g(0.3769g/mL)
721,466432BIJ,meglumine gadoterate   7.538g(0.3769g/mL)
721,466433BIJ,meglumine gadoterate   1.8845g(0.3769g/mL)
721,466830BIJ,gadobenate dimeglumine   5.29g(0.529g/mL)
721,466831BIJ,gadobenate dimeglumine   7.935g(0.529g/mL)
721,471630BIJ,gadobutrol   4.5354g(0.60472g/mL)
721,471631BIJ,gadobutrol   6.0472g(0.60472g/mL)
721,471632BIJ,gadobutrol   9.0708g(0.60472g/mL)
721,471633BIJ,gadobutrol   5.74484g(0.60472g/mL)
721,471634BIJ,gadobutrol   4.23304g(0.60472g/mL)
721,471636BIJ,gadobutrol   3.0236g(0.60472g/mL)
721,487301BIJ,"gadoxetic acid disodium (as gadolinium oxide   0.45312g(45.312mg/mL)), EOB-DTPA   1.32717g(0.132717g/mL)"
721,537000BIJ,ioxitalamic acid   50.68g(0.5068g/mL)
721,537000BIJ,meglumine   15.35g(0.1535g/mL)
721,615131BIJ,gadoteridol   2.793g(0.2793g/mL)
721,615132BIJ,gadoteridol   4.1895g(0.2793g/mL)
721,615133BIJ,gadoteridol   4.7481g(0.2793g/mL)
721,615134BIJ,gadoteridol   5.586g(0.2793g/mL)
722,161130BIJ,fluorescein sodium (as fluorescein   0.5g(0.1g/mL))
722,161131BIJ,fluorescein sodium (as fluorescein   0.442g(88.4mg/mL))
722,174530BIJ,indigocarmine   40mg(8mg/mL)
728,167130BIJ,gonadorelin acetate (as gonadorelin   0.1mg(0.1mg/mL))
728,366530BIJ,tetracosactide   0.25mg(0.25mg/mL)
728,466501BIJ,indocyanine green   25mg
729,138201BIJ,corticorelin trifluoroacetate (as corticorelin   0.1mg)
729,230101BIJ,somatorelin acetate   66.7μg
811,197230BIJ,morphine hydrochloride   5mg(10mg/mL)
811,197231BIJ,morphine hydrochloride   10mg(10mg/mL)
811,197331BIJ,morphine sulfate   10mg(10mg/mL)
811,197335BIJ,morphine sulfate   20mg(10mg/mL)
811,197340BIJ,morphine sulfate   0.1g(10mg/mL)
811,197334BIJ,morphine sulfate   15mg(15mg/mL)
811,197336BIJ,morphine sulfate   30mg(15mg/mL)
811,197330BIJ,morphine sulfate   1mg(1mg/mL)
811,197332BIJ,morphine sulfate   5mg(1mg/mL)
811,197339BIJ,morphine sulfate   10mg(1mg/mL)
811,441130BIJ,hydromorphone hydrochloride   1mg(1mg/mL)
811,441131BIJ,hydromorphone hydrochloride   2mg(2mg/mL)
821,104730BIJ,alfentanil hydrochloride (as alfentanil   1mg(0.5mg/mL))
821,104731BIJ,alfentanil hydrochloride (as alfentanil   2.5mg(0.5mg/mL))
821,158330BIJ,fentanyl citrate (as fentanyl   50μg(50μg/mL))
821,158331BIJ,fentanyl citrate (as fentanyl   0.1mg(50μg/mL))
821,158332BIJ,fentanyl citrate (as fentanyl   0.5mg(50μg/mL))
821,158333BIJ,fentanyl citrate (as fentanyl   1mg(50μg/mL))
821,158334BIJ,fentanyl citrate (as fentanyl   1.5mg(50μg/mL))
821,211530BIJ,pethidine hydrochloride   25mg(50mg/mL)
821,211531BIJ,pethidine hydrochloride   50mg(50mg/mL)
821,232530BIJ,sufentanil citrate (as sufentanil   75μg(75μg/mL))
821,232531BIJ,sufentanil citrate (as sufentanil   0.375mg(75μg/mL))
821,359030BIJ,oxycodone hydrochloride (as oxycodone   9mg(9mg/mL))
821,359031BIJ,oxycodone hydrochloride (as oxycodone   18mg(9mg/mL))
821,457601BIJ,remifentanil hydrochloride (as remifentanil   1mg)
821,457602BIJ,remifentanil hydrochloride (as remifentanil   2mg)
821,457603BIJ,remifentanil hydrochloride (as remifentanil   5mg)
111,141330CLQ,desflurane   240mL(1mL/mL)
111,178030CLQ,isoflurane   100mL(1mL/mL)
111,227330CLQ,sevoflurane   250mL(1mL/mL)
111,572801CSI,Nitrous oxide   45L
119,224506CPC,rivastigmine   4.6mg for 24h
119,224507CPC,rivastigmine   9.5mg for 24h
119,224508CPC,rivastigmine   13.3mg for 24h
121,115330CLQ,benoxinate hydrochloride   0.3g(3mg/mL)
121,115331CLQ,benoxinate hydrochloride   1.5g(3mg/mL)
121,115332CLQ,benoxinate hydrochloride   30mg(3mg/mL)
121,183801CSI,lidocaine   0.1g
121,183805CCM,lidocaine   50mg
121,183934CLQ,lidocaine hydrochloride   0.3g(20mg/mL)
121,183938CLQ,lidocaine hydrochloride   10g(20mg/mL)
121,183902CCM,lidocaine hydrochloride   20mg
121,219630COS,proparacaine hydrochloride   4mg(5mg/mL)
121,219631COS,proparacaine hydrochloride   75mg(5mg/mL)
131,101701COS,acetylcholine chloride   20mg(10mg/mL)
131,102931COO,acyclovir   0.105g(30mg/g)
131,109130COO,anhydrous liquid lanolin   0.105g(30mg/g)
131,109630COS,apraclonidine hydrochloride (as apraclonidine   25mg(5mg/mL))
131,111833COS,atropine sulfate   0.15g(10mg/mL)
131,112532COS,azelastine hydrochloride   3mg(0.5mg/mL)
131,112534COS,azelastine hydrochloride   5mg(0.5mg/mL)
131,116830COS,betaxolol hydrochloride   14mg(2.8mg/mL)
131,116831COS,betaxolol hydrochloride   28mg(5.6mg/mL)
131,118432COS,brimonidine tartrate   7.5mg(1.5mg/mL)
131,118434COS,brimonidine tartrate   0.45mg(1.5mg/mL)
131,118435COS,brimonidine tartrate   9mg(1.5mg/mL)
131,124830COS,carteolol hydrochloride   25mg(10mg/mL)
131,124832COS,carteolol hydrochloride   50mg(20mg/mL)
131,124833COS,carteolol hydrochloride   0.1g(20mg/mL)
131,134132COS,ciprofloxacin hydrochloride (as ciprofloxacin   15mg(3mg/mL))
131,138931COS,cyclopentolate hydrochloride   50mg(10mg/mL)
131,138933COS,cyclopentolate hydrochloride   0.15g(10mg/mL)
131,141930COO,dexamethasone   3.5mg(1mg/g)
131,141931COS,dexamethasone   5mg(1mg/mL)
131,141906CIM,dexamethasone   0.7mg
131,142231COO,dexamethasone sodium phosphate   4.925mg(0.985mg/g)
131,143532COS,diclofenac sodium   5mg(1mg/mL)
131,143533COS,diclofenac sodium   6mg(1mg/mL)
131,148830COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL))
131,152530COS,epinastine hydrochloride   2.5mg(0.5mg/mL)
131,152531COS,epinastine hydrochloride   0.15mg(0.5mg/mL)
131,161232COS,fluorometholone   1mg(0.2mg/mL)
131,161234COS,fluorometholone   1.2mg(0.2mg/mL)
131,161209COS,fluorometholone   0.35mg(1mg/mL)
131,161230COS,fluorometholone   0.55mg(1mg/mL)
131,161231COS,fluorometholone   0.6mg(1mg/mL)
131,161237COS,fluorometholone   5mg(1mg/mL)
131,161238COS,fluorometholone   6mg(1mg/mL)
131,161241COS,fluorometholone   0.5mg(1mg/mL)
131,161242COS,fluorometholone   0.4mg(1mg/mL)
131,161243COS,fluorometholone   0.3mg(1mg/mL)
131,161244COS,fluorometholone   0.45mg(1mg/mL)
131,161245COS,fluorometholone   0.33mg(1mg/mL)
131,161246COS,fluorometholone   0.41mg(1mg/mL)
131,161330COS,fluorometholone acetate   5mg(1mg/mL)
131,162030COS,flurbiprofen sodium   0.75mg(0.3mg/mL)
131,164630COO,ganciclovir   7.5mg(1.5mg/g)
131,169130COS,homartropin hydrobromide   0.1g(20mg/mL)
131,180030COS,ketorolac tromethamine   1.8mg(4.5mg/mL)
131,180032COS,ketorolac tromethamine   25mg(5mg/mL)
131,180110COS,ketotifen fumarate (as ketotifen   0.15mg(0.5mg/mL))
131,180134COS,ketotifen fumarate (as ketotifen   0.4mg(0.5mg/mL))
131,180137COS,ketotifen fumarate (as ketotifen   2.5mg(0.5mg/mL))
131,180138COS,ketotifen fumarate (as ketotifen   3mg(0.5mg/mL))
131,180145COS,ketotifen fumarate (as ketotifen   0.2mg(0.5mg/mL))
131,180146COS,ketotifen fumarate (as ketotifen   0.175mg(0.5mg/mL))
131,180147COS,ketotifen fumarate (as ketotifen   0.225mg(0.5mg/mL))
131,181502COS,latanoprost   10μg(50μg/mL)
131,181531COS,latanoprost   0.125mg(50μg/mL)
131,181532COS,latanoprost   0.15mg(50μg/mL)
131,183243COS,levofloxacin   75mg(15mg/mL)
131,183244COS,levofloxacin   90mg(15mg/mL)
131,183230COS,levofloxacin   25mg(5mg/mL)
131,183231COS,levofloxacin   30mg(5mg/mL)
131,183241COS,levofloxacin   1.5mg(5mg/mL)
131,183242COS,levofloxacin hydrate   2.25mg(5mg/mL)
131,198230COS,N-acetylaspartyl glutamate sodium   0.245g(49mg/mL)
131,198231COS,N-acetylaspartyl glutamate sodium   0.49g(49mg/mL)
131,202330COS,nipradilol   12.5mg(2.5mg/mL)
131,203934COO,ofloxacin   10.5mg(3mg/g)
131,203935COO,ofloxacin   15mg(3mg/g)
131,203936COS,ofloxacin   15mg(3mg/mL)
131,203937COS,ofloxacin   18mg(3mg/mL)
131,203943COS,ofloxacin   1.35mg(3mg/mL)
131,209630COS,pemirolast potassium   5mg(1mg/mL)
131,212331COS,pilocarpine hydrochloride   0.2g(20mg/mL)
131,212332COS,pilocarpine hydrochloride   0.3g(20mg/mL)
131,213630COS,pirenoxine   0.25mg(50μg/mL)
131,216134COS,povidone   0.2g(20mg/mL)
131,216135COS,povidone   0.3g(20mg/mL)
131,216530COS,pranoprofen   5mg(1mg/mL)
131,217131COS,prednisolone acetate   50mg(10mg/mL)
131,217132COS,prednisolone acetate   0.1g(10mg/mL)
131,217135COS,prednisolone acetate   4mg(10mg/mL)
131,217136COS,prednisolone acetate   85mg(10mg/mL)
131,217137COS,prednisolone acetate   75mg(10mg/mL)
131,217138COS,prednisolone acetate   65mg(10mg/mL)
131,228651COS,carboxymethyl cellulose sodium   4.5mg(10mg/mL)
131,228632COS,carboxymethyl cellulose sodium   2mg(5mg/mL)
131,228633COS,carboxymethyl cellulose sodium   2.5mg(5mg/mL)
131,228636COS,carboxymethyl cellulose sodium   4mg(5mg/mL)
131,228637COS,carboxymethyl cellulose sodium   4.4mg(5mg/mL)
131,228638COS,carboxymethyl cellulose sodium   4.5mg(5mg/mL)
131,228639COS,carboxymethyl cellulose sodium   4.75mg(5mg/mL)
131,228640COS,carboxymethyl cellulose sodium   5mg(5mg/mL)
131,228643COS,carboxymethyl cellulose sodium   75mg(5mg/mL)
131,228645COS,carboxymethyl cellulose sodium   50mg(5mg/mL)
131,228646COS,carboxymethyl cellulose sodium   1.5mg(5mg/mL)
131,228647COS,carboxymethyl cellulose sodium   1.75mg(5mg/mL)
131,228650COS,carboxymethyl cellulose sodium   2.25mg(5mg/mL)
131,228740COS,sodium chloride   20mg(20mg/mL)
131,228742COS,sodium chloride   0.75g(50mg/mL)
131,228834COS,sodium cromoglycate   0.1g(20mg/mL)
131,228835COS,sodium cromoglycate   0.12g(20mg/mL)
131,230033COO,solcoseryl 120 concentrated   0.35025g(70.05mg/g)
131,230030COS,solcoseryl 120 concentrated   28.02mg(70.05mg/mL)
131,230031COS,solcoseryl 120 concentrated   42.03mg(70.05mg/mL)
131,230034COS,solcoseryl 120 concentrated   0.35025g(70.05mg/mL)
131,230036COS,solcoseryl 120 concentrated   35.025mg(70.05mg/mL)
131,230037COS,solcoseryl 120 concentrated   31.5225mg(70.05mg/mL)
131,239632COS,timolol maleate (as timolol   6.25mg(2.5mg/mL))(1회/1일)
131,239634COS,timolol maleate (as timolol   12.5mg(5mg/mL))(1회/1일)
131,239636COS,timolol maleate (as timolol   25mg(5mg/mL))
131,239637COS,timolol maleate (as timolol   25mg(5mg/mL))(1회/1일)
131,242230COS,tosufloxacin tosylate hydrate   15mg(3mg/mL)
131,242630COS,tranilast   25mg(5mg/mL)
131,243340COS,triamcinolone acetonide   40mg(1mg/g)
131,244030COS,trifluridine   50mg(10mg/mL)
131,245332COS,tropicamide   0.15g(10mg/mL)
131,380330COS,moxifloxacin hydrochloride (as moxifloxacin   1.5mg(5mg/mL))
131,380331COS,moxifloxacin hydrochloride (as moxifloxacin   2mg(5mg/mL))
131,380333COS,moxifloxacin hydrochloride (as moxifloxacin   25mg(5mg/mL))
131,380334COS,moxifloxacin hydrochloride (as moxifloxacin   30mg(5mg/mL))
131,380338COS,moxifloxacin hydrochloride (as moxifloxacin   1.75mg(5mg/mL))
131,391600COS,sodium chondroitin sulfate   27.75mg(37mg/mL)
131,391600COS,sodium hyaluronate   21.9mg(29.2mg/mL)
131,391730COS,olopatadine hydrochloride (as olopatadine   0.3mg(1mg/mL))
131,391731COS,olopatadine hydrochloride (as olopatadine   0.4mg(1mg/mL))
131,391736COS,olopatadine hydrochloride (as olopatadine   5mg(1mg/mL))
131,391737COS,olopatadine hydrochloride (as olopatadine   6mg(1mg/mL))
131,391740COS,olopatadine hydrochloride (as olopatadine   0.35mg(1mg/mL))
131,391732COS,olopatadine hydrochloride (as olopatadine   0.5mg(2mg/mL))
131,391733COS,olopatadine hydrochloride (as olopatadine   0.6mg(2mg/mL))
131,391738COS,olopatadine hydrochloride (as olopatadine   6mg(2mg/mL))
131,391743COS,olopatadine hydrochloride (as olopatadine   0.7mg(2mg/mL))
131,391744COS,olopatadine hydrochloride (as olopatadine   0.8mg(2mg/mL))
131,391745COS,olopatadine hydrochloride (as olopatadine   0.9mg(2mg/mL))
131,391746COS,olopatadine hydrochloride (as olopatadine   1mg(2mg/mL))
131,391749COS,olopatadine hydrochloride (as olopatadine   10mg(2mg/mL))
131,391750COS,olopatadine hydrochloride (as olopatadine   12mg(2mg/mL))
131,391742COS,olopatadine hydrochloride (as olopatadine   17.5mg(7mg/mL))
131,391747COS,olopatadine hydrochloride (as olopatadine   21mg(7mg/mL))
131,401630COS,polysorbate 80   8mg(10mg/mL)
131,401637COS,polysorbate 80   4mg(10mg/mL)
131,401638COS,polysorbate 80   5mg(10mg/mL)
131,417530COS,brinzolamide   50mg(10mg/mL)
131,434830COS,gatifloxacin hydrate (as gatifloxacin   15mg(3mg/mL))
131,442231COS,travoprost   75μg(30μg/mL)
131,442230COS,travoprost   0.1mg(40μg/mL)
131,453930COS,bepotastine besilate (as bepotastine   53.5mg(10.7mg/mL))
131,457731COS,acitazanolast hydrate (as acitazanolast   5mg(1mg/mL))
131,461330COS,bimatoprost   0.3mg(0.1mg/mL)
131,475130COS,cyclosporin   0.2mg(0.5mg/mL)
131,475132COS,cyclosporin   0.15mg(0.5mg/mL)
131,475133COS,cyclosporin   0.175mg(0.5mg/mL)
131,475131COS,cyclosporin   0.3mg(1.0mg/mL)
131,509030COS,tafluprost   4.5μg(15μg/mL)
131,509031COS,tafluprost   37.5μg(15μg/mL)
131,515400COS,phenylephrine hydrochloride   4mg(5mg/mL)
131,515400COS,tropicamide   4mg(5mg/mL)
131,539000COS,phenylephrine hydrochloride   50mg(5mg/mL)
131,539000COS,tropicamide   50mg(5mg/mL)
131,520830COS,natamycin   0.75g(50mg/mL)
131,525400COS,fluorometholone   0.6mg(1mg/mL)
131,525400COS,tetrahydrozoline hydrochloride   0.15mg(0.25mg/mL)
131,538800COS,fluorometholone   5mg(1mg/mL)
131,538800COS,tetrahydrozoline hydrochloride   1.25mg(0.25mg/mL)
131,538900COS,fluorometholone   6mg(1mg/mL)
131,538900COS,tetrahydrozoline hydrochloride   1.5mg(0.25mg/mL)
131,640500COS,fluorometholone   0.5mg(1mg/mL)
131,640500COS,tetrahydrozoline hydrochloride   0.125mg(0.25mg/mL)
131,642200COS,fluorometholone   0.4mg(1mg/mL)
131,642200COS,tetrahydrozoline hydrochloride   0.1mg(0.25mg/mL)
131,643100COS,fluorometholone   0.35mg(1mg/mL)
131,643100COS,tetrahydrozoline hydrochloride   87.5μg(0.25mg/mL)
131,644000COS,fluorometholone   0.3mg(1mg/mL)
131,644000COS,tetrahydrozoline hydrochloride   75μg(0.25mg/mL)
131,647200COS,fluorometholone   0.45mg(1mg/mL)
131,647200COS,tetrahydrozoline hydrochloride   0.1125mg(0.25mg/mL)
131,530011COS,sodium hyaluronate   1.35mg(1.5mg/mL)
131,530013COS,sodium hyaluronate   1.5mg(1.5mg/mL)
131,530025COS,sodium hyaluronate   9mg(1.5mg/mL)
131,530037COS,sodium hyaluronate   15mg(1.5mg/mL)
131,530054COS,sodium hyaluronate   7.5mg(1.5mg/mL)
131,530056COS,sodium hyaluronate   1.125mg(1.5mg/mL)
131,530057COS,sodium hyaluronate   0.45mg(1.5mg/mL)
131,530058COS,sodium hyaluronate   0.525mg(1.5mg/mL)
131,530059COS,sodium hyaluronate   0.675mg(1.5mg/mL)
131,530060COS,sodium hyaluronate   0.75mg(1.5mg/mL)
131,530061COS,sodium hyaluronate   0.585mg(1.5mg/mL)
131,530074COS,sodium hyaluronate   0.6mg(1.5mg/mL)
131,530079COS,sodium hyaluronate   0.9mg(1.5mg/mL)
131,530080COS,sodium hyaluronate   1.05mg(1.5mg/mL)
131,530084COS,sodium hyaluronate   1.2mg(1.5mg/mL)
131,530099COS,sodium hyaluronate   0.495mg(1.5mg/mL)
131,5300A1COS,sodium hyaluronate   1.32mg(1.5mg/mL)
131,530010COS,sodium hyaluronate   1.26mg(1.8mg/mL)
131,530012COS,sodium hyaluronate   1.44mg(1.8mg/mL)
131,530014COS,sodium hyaluronate   1.584mg(1.8mg/mL)
131,530015COS,sodium hyaluronate   1.8mg(1.8mg/mL)
131,530042COS,sodium hyaluronate   18mg(1.8mg/mL)
131,530048COS,sodium hyaluronate   0.9mg(1.8mg/mL)
131,530049COS,sodium hyaluronate   9mg(1.8mg/mL)
131,530050COS,sodium hyaluronate   1.62mg(1.8mg/mL)
131,530067COS,sodium hyaluronate   0.54mg(1.8mg/mL)
131,530068COS,sodium hyaluronate   0.72mg(1.8mg/mL)
131,530069COS,sodium hyaluronate   0.81mg(1.8mg/mL)
131,530070COS,sodium hyaluronate   0.702mg(1.8mg/mL)
131,530071COS,sodium hyaluronate   0.63mg(1.8mg/mL)
131,530098COS,sodium hyaluronate   1.08mg(1.8mg/mL)
131,5300A4COS,sodium hyaluronate   18mg(1.8mg/mL)
131,530001COS,sodium hyaluronate   0.4mg(1mg/mL)
131,530002COS,sodium hyaluronate   0.5mg(1mg/mL)
131,530003COS,sodium hyaluronate   0.6mg(1mg/mL)
131,530004COS,sodium hyaluronate   0.7mg(1mg/mL)
131,530005COS,sodium hyaluronate   0.8mg(1mg/mL)
131,530006COS,sodium hyaluronate   0.88mg(1mg/mL)
131,530007COS,sodium hyaluronate   0.9mg(1mg/mL)
131,530008COS,sodium hyaluronate   1mg(1mg/mL)
131,530020COS,sodium hyaluronate   5mg(1mg/mL)
131,530021COS,sodium hyaluronate   6mg(1mg/mL)
131,530023COS,sodium hyaluronate   8mg(1mg/mL)
131,530029COS,sodium hyaluronate   10mg(1mg/mL)
131,530031COS,sodium hyaluronate   12mg(1mg/mL)
131,530052COS,sodium hyaluronate   0.3mg(1mg/mL)
131,530053COS,sodium hyaluronate   0.35mg(1mg/mL)
131,530072COS,sodium hyaluronate   0.45mg(1mg/mL)
131,530073COS,sodium hyaluronate   0.39mg(1mg/mL)
131,530076COS,sodium hyaluronate   0.33mg(1mg/mL)
131,5300B4COS,sodium hyaluronate   9mg(1mg/mL)
131,5300B5COS,sodium hyaluronate   7.5mg(1mg/mL)
131,5300B6COS,sodium hyaluronate   7mg(1mg/mL)
131,530009COS,sodium hyaluronate   1.2mg(3mg/mL)
131,530016COS,sodium hyaluronate   2.1mg(3mg/mL)
131,530017COS,sodium hyaluronate   2.4mg(3mg/mL)
131,530018COS,sodium hyaluronate   2.7mg(3mg/mL)
131,530039COS,sodium hyaluronate   15mg(3mg/mL)
131,530051COS,sodium hyaluronate   2.64mg(3mg/mL)
131,530055COS,sodium hyaluronate   1.8mg(3mg/mL)
131,530062COS,sodium hyaluronate   0.9mg(3mg/mL)
131,530063COS,sodium hyaluronate   1.5mg(3mg/mL)
131,530064COS,sodium hyaluronate   1.35mg(3mg/mL)
131,530065COS,sodium hyaluronate   1.05mg(3mg/mL)
131,530066COS,sodium hyaluronate   1.17mg(3mg/mL)
131,537900COO,dexamethasone   3.5mg(1mg/g)
131,537900COO,tobramycin   10.5mg(3mg/g)
131,538100COS,dexamethasone   5mg(1mg/mL)
131,538100COS,tobramycin   15mg(3mg/mL)
131,538200COS,dexamethasone   6mg(1mg/mL)
131,538200COS,tobramycin   18mg(3mg/mL)
131,538300COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL))
131,538300COS,timolol maleate (as timolol   25mg(5mg/mL))
131,538400COS,dorzolamide hydrochloride (as dorzolamide   0.2g(20mg/mL))
131,538400COS,timolol maleate (as timolol   50mg(5mg/mL))
131,541500COS,dorzolamide hydrochloride (as dorzolamide   4mg(20mg/mL))
131,541500COS,timolol maleate (as timolol   1mg(5mg/mL))
131,541600COS,dorzolamide hydrochloride (as dorzolamide   6mg(20mg/mL))
131,541600COS,timolol maleate (as timolol   1.5mg(5mg/mL))
131,541700COS,dorzolamide hydrochloride (as dorzolamide   5mg(20mg/mL))
131,541700COS,timolol maleate (as timolol   1.25mg(5mg/mL))
131,541900COS,dorzolamide hydrochloride (as dorzolamide   8mg(20mg/mL))
131,541900COS,timolol maleate (as timolol   2mg(5mg/mL))
131,538500COO,fluorometholone   4mg(1mg/g)
131,538500COO,gentamicin sulfate   12mg(3mg/g)
131,538700COS,fluorometholone   5mg(1mg/mL)
